year of latest upload (to sid),source package (in bookworm)
2021,ipqalc
2021,ipxe
2021,ipython-genutils
2021,ircd-irc2
2021,ircii
2021,ironseed
2021,irpas
2021,isomd5sum
2021,ispell-et
2021,ispell-gl
2021,ispell-uk
2021,istack-commons
2021,itk3
2021,itk4
2021,itstool
2021,itypes
2021,ivy-debian-helper
2021,iwidgets4
2021,jabber-muc
2021,jabber-querybot
2021,jackson-dataformat-cbor
2021,jackson-dataformat-smile
2021,jackson-datatype-joda
2021,jackson-jaxrs-providers
2021,jakarta-activation
2021,jakarta-jmeter
2021,jama
2021,jameica-datasource
2021,jameica-util
2021,japitools
2021,jarchivelib
2021,jardiff
2021,jargon-text
2021,jas
2021,java-diff-utils
2021,java-gnome
2021,java-jmx-clojure
2021,java-sdp-api
2021,java-sip-api
2021,java-xmlbuilder
2021,java2html
2021,java3d
2021,jaxws
2021,jbbp
2021,jboss-bridger
2021,jboss-jdeparser2
2021,jboss-logging-tools
2021,jboss-logmanager
2021,jcabi-aspects
2021,jcdf
2021,jclic
2021,jcm
2021,jenkins-trilead-ssh2
2021,jerasure
2021,jesd
2021,jftp
2021,jfugue
2021,jgrep
2021,jgromacs
2021,jgrowl
2021,jheaps
2021,jheatchart
2021,jiconfont
2021,jiconfont-swing
2021,jigl
2021,jigsaw-generator
2021,jinja2-time
2021,jlex
2021,jmock2
2021,jqapi
2021,jquery-colorbox
2021,jquery-i18n.js
2021,jquery-migrate-1
2021,jquery-tablesorter
2021,jquery-typeahead.js
2021,jquery-ui-touch-punch.js
2021,jquery.sparkline
2021,js2-mode
2021,jsap
2021,jsch-agent-proxy
2021,jsdoc-toolkit
2021,jsemver
2021,jshash
2021,jsofa
2021,jsonb-api
2021,jsonld-java
2021,jstimezonedetect.js
2021,jugglinglab
2021,jumpnbump
2021,junior-doc
2021,jupyter-server-mathjax
2021,jvyamlb
2021,jws-api
2021,kakasi
2021,katarakt
2021,kazocsaba-imageviewer
2021,kconfig-frontends
2021,kcptun
2021,kdgcommons-java
2021,kdiagram
2021,kdrill
2021,keepass2
2021,keepass2-plugin-keepasshttp
2021,ketm
2021,keurocalc
2021,kexi
2021,keyboards-rg
2021,keymapper
2021,keynav
2021,kile
2021,kindleclip
2021,kio-fuse
2021,kio-gopher
2021,klatexformula
2021,klustakwik
2021,kmscube
2021,knockd
2021,knowl.js
2021,kore
2021,krb5-sync
2021,kst
2021,kstart
2021,kthresher
2021,ktikz
2021,ktimetracker
2021,kubectx
2021,kunststoff
2021,kvirc
2021,kwalletcli
2021,kxstitch
2021,kylin-display-switch
2021,kylin-scanner
2021,kyua
2021,ladspa-sdk
2021,lam
2021,latencytop
2021,latex-make
2021,latexila
2021,lavacli
2021,lazyarray
2021,lbfgspp
2021,lcalc
2021,lcas
2021,lcmaps-plugins-jobrep
2021,ldap-git-backup
2021,ldap2zone
2021,ldapscripts
2021,ldcofonts
2021,le
2021,le-dico-de-rene-cougnenc
2021,leaflet-geometryutil
2021,leatherman
2021,lecm
2021,lefse
2021,legacy-api-wrap
2021,leocad
2021,lgeneral-data
2021,lgooddatepicker
2021,lib3mf
2021,libaccounts-qt
2021,libace-perl
2021,libacme-brainfck-perl
2021,libajaxtags-java
2021,libalgorithm-dependency-perl
2021,libamazon-sqs-simple-perl
2021,libantlr3c
2021,libanyevent-aggressiveidle-perl
2021,libanyevent-callback-perl
2021,libanyevent-dbi-perl
2021,libanyevent-feed-perl
2021,libanyevent-forkobject-perl
2021,libanyevent-rabbitmq-perl
2021,libanyevent-tools-perl
2021,libapache-mod-encoding
2021,libapache-mod-musicindex
2021,libapache-session-mongodb-perl
2021,libapache2-mod-form
2021,libapp-wdq-perl
2021,libapt-pkg-perl
2021,libarchive-extract-perl
2021,libarchive-peek-perl
2021,libassa
2021,libatteanx-store-dbi-perl
2021,libaudio-mixer-perl
2021,libaudio-rpld-perl
2021,libauth-googleauth-perl
2021,libauth-yubikey-decrypter-perl
2021,libauthcas-perl
2021,libauthen-bitcard-perl
2021,libauthen-ntlm-perl
2021,libauthen-simple-ldap-perl
2021,libauthen-simple-perl
2021,libbackuppc-xs-perl
2021,libbase
2021,libbash
2021,libbasicplayer-java
2021,libbde
2021,libbfio
2021,libbiblio-isis-perl
2021,libbind-config-parser-perl
2021,libbio-asn1-entrezgene-perl
2021,libbio-db-biofetch-perl
2021,libbio-db-embl-perl
2021,libbio-variation-perl
2021,libbiosoup-dev
2021,libbrahe
2021,libbrowser-open-perl
2021,libbtm-java
2021,libbusiness-us-usps-webtools-perl
2021,libcacard
2021,libcache-memcached-perl
2021,libcache-ref-perl
2021,libcatalyst-actionrole-acl-perl
2021,libcatalyst-actionrole-checktrailingslash-perl
2021,libcatalyst-model-cdbi-perl
2021,libcatalyst-plugin-compress-perl
2021,libcatalyst-plugin-fillinform-perl
2021,libcatalyst-plugin-redirect-perl
2021,libcatalyst-plugin-session-store-redis-perl
2021,libcatalyst-plugin-static-simple-perl
2021,libcatalyst-view-csv-perl
2021,libcatalyst-view-excel-template-plus-perl
2021,libcatalyst-view-gd-perl
2021,libcatalyst-view-pdf-reuse-perl
2021,libcatalyst-view-petal-perl
2021,libcatmandu-sru-perl
2021,libcatmandu-store-mongodb-perl
2021,libcatmandu-xls-perl
2021,libccd
2021,libcdaudio
2021,libcddb
2021,libcgi-github-webhook-perl
2021,libcgi-session-driver-memcached-perl
2021,libcgi-session-expiresessions-perl
2021,libcgns
2021,libchemistry-formula-perl
2021,libchemistry-isotope-perl
2021,libchi-perl
2021,libchipcard
2021,libclass-accessor-class-perl
2021,libclass-autouse-perl
2021,libclass-csv-perl
2021,libclass-dbi-abstractsearch-perl
2021,libclass-dbi-fromcgi-perl
2021,libclass-dbi-fromform-perl
2021,libclass-dbi-plugin-perl
2021,libclass-pluggable-perl
2021,libclass-spiffy-perl
2021,libclass-type-enum-perl
2021,libcli
2021,libcli-osprey-perl
2021,libcmtspeechdata
2021,libcommons-discovery-java
2021,libcommons-el-java
2021,libcommons-jxpath-java
2021,libconfig-autoconf-perl
2021,libconfig-zomg-perl
2021,libconvert-color-xterm-perl
2021,libconvert-tnef-perl
2021,libcork
2021,libcorkipset
2021,libcoro-twiggy-perl
2021,libcourriel-perl
2021,libcpan-checksums-perl
2021,libcpan-inject-perl
2021,libcpanplus-perl
2021,libcpuset
2021,libcrypt-cbc-perl
2021,libcrypt-des-perl
2021,libcrypt-rijndael-perl
2021,libcrypt-smbhash-perl
2021,libcrypt-smime-perl
2021,libcss-minifier-xs-perl
2021,libctapimkt
2021,libcurses-ui-perl
2021,libcutl
2021,libcvs-perl
2021,libcxx-serial
2021,libdansguardian-perl
2021,libdata-downsample-largesttrianglethreebuckets-perl
2021,libdata-dump-perl
2021,libdata-hexdumper-perl
2021,libdata-javascript-anon-perl
2021,libdata-messagepack-stream-perl
2021,libdata-pageset-perl
2021,libdata-parsebinary-perl
2021,libdata-stream-bulk-perl
2021,libdata-treedumper-oo-perl
2021,libdate-tiny-perl
2021,libdatetime-calendar-discordian-perl
2021,libdatetime-format-dbi-perl
2021,libdatetime-format-flexible-perl
2021,libdatetime-format-oracle-perl
2021,libdatetime-format-pg-perl
2021,libdatetime-format-strptime-perl
2021,libdatetime-incomplete-perl
2021,libdbd-firebird-perl
2021,libdbd-ldap-perl
2021,libdbd-mock-perl
2021,libdbix-class-htmlwidget-perl
2021,libdbix-class-inflatecolumn-fs-perl
2021,libdbix-class-tree-nestedset-perl
2021,libdbix-class-uuidcolumns-perl
2021,libdc1394
2021,libdecentxml-java
2021,libdeclare-constraints-simple-perl
2021,libdevel-dumpvar-perl
2021,libdevel-overloadinfo-perl
2021,libdevel-patchperl-perl
2021,libdevel-trace-perl
2021,libdevice-gsm-perl
2021,libdexx-java
2021,libdfp
2021,libdigest-md5-file-perl
2021,libdigest-ssdeep-perl
2021,libdime-tools-perl
2021,libdisorder
2021,libdist-zilla-plugin-git-perl
2021,libdist-zilla-plugin-makemaker-awesome-perl
2021,libdist-zilla-plugin-requiresexternal-perl
2021,libdist-zilla-plugin-signature-perl
2021,libdns-zoneparse-perl
2021,libdockapp
2021,libdrilbo
2021,libdumbtts
2021,libdvd-pkg
2021,libdvdnav
2021,libebur128
2021,libencode-imaputf7-perl
2021,libencoding-fixlatin-xs-perl
2021,libept
2021,libequinox-osgi-java
2021,liberator-clojure
2021,libevent-distributor-perl
2021,libevt
2021,libevtx
2021,libexception-class-perl
2021,libexif
2021,libexpect-simple-perl
2021,libexplain
2021,libextutils-autoinstall-perl
2021,libextutils-f77-perl
2021,libextutils-typemap-perl
2021,libezmorph-java
2021,libfcgi
2021,libfcgi-async-perl
2021,libfcgi-procmanager-maxrequests-perl
2021,libfile-find-object-rule-perl
2021,libfile-find-wanted-perl
2021,libfile-keepass-perl
2021,libfile-mmagic-xs-perl
2021,libfile-path-tiny-perl
2021,libfile-searchpath-perl
2021,libfilesys-diskspace-perl
2021,libfinance-qif-perl
2021,libfinance-quotehist-perl
2021,libfind-lib-perl
2021,libfits-java
2021,libfizmo
2021,libfonts-java
2021,libfplus
2021,libfreefare
2021,libfrontier-rpc-perl
2021,libfs
2021,libfsntfs
2021,libgadu
2021,libgd-text-perl
2021,libgdf
2021,libgeo-googleearth-pluggable-perl
2021,libgeo-postcode-perl
2021,libgeography-countries-perl
2021,libgetopt-java
2021,libgig
2021,libglade2
2021,libgpiod
2021,libgpiv
2021,libgraph-maker-perl
2021,libgraph-readwrite-perl
2021,libgraphics-libplot-perl
2021,libgzstream
2021,libhac-java
2021,libhash-defhash-perl
2021,libhtml-autopagerize-perl
2021,libhtml-embedded-turtle-perl
2021,libhtml-escape-perl
2021,libhtml-fillinform-perl
2021,libhtml-html5-microdata-parser-perl
2021,libhtml-html5-parser-perl
2021,libhtml-microformats-perl
2021,libhtml-stripscripts-parser-perl
2021,libhtml-tagfilter-perl
2021,libhtml-template-expr-perl
2021,libhtml-tokeparser-simple-perl
2021,libhtml-treebuilder-xpath-perl
2021,libhtml-wikiconverter-dokuwiki-perl
2021,libhtml5parser-java
2021,libhttp-link-parser-perl
2021,libhttp-lrdd-perl
2021,libhttp-parser-xs-perl
2021,libhttp-recorder-perl
2021,libi18n-charset-perl
2021,libibatis-java
2021,libicon-famfamfam-silk-perl
2021,libidw-java
2021,libimage-librsvg-perl
2021,libimage-png-libpng-perl
2021,libimdb-film-perl
2021,libimgscalr-java
2021,libinstpatch
2021,libint
2021,libio-all-lwp-perl
2021,libio-async-loop-epoll-perl
2021,libio-callback-perl
2021,libio-dirent-perl
2021,libio-fdpass-perl
2021,libio-interface-perl
2021,libio-lcdproc-perl
2021,libio-pipely-perl
2021,libio-socket-inet6-perl
2021,libiptcdata
2021,libirc-formatting-html-perl
2021,libirc-utils-perl
2021,libiscwt-java
2021,libisfreetype-java
2021,libitpp
2021,libjaba-client-java
2021,libjavascript-minifier-xs-perl
2021,libjaxp1.3-java
2021,libjazzy-java
2021,libjbcrypt-java
2021,libjchart2d-java
2021,libjcip-annotations-java
2021,libjcode-perl
2021,libjcode-pm-perl
2021,libjgoodies-forms-java
2021,libjide-oss-java
2021,libjlha-java
2021,libjopendocument-java
2021,libjorbis-java
2021,libjpf-java
2021,libjpfcodegen-java
2021,libjs-angular-gettext
2021,libjs-angular-schema-form
2021,libjs-angularjs-smart-table
2021,libjs-autonumeric
2021,libjs-backbone-deep-model
2021,libjs-backbone.stickit
2021,libjs-blazy
2021,libjs-bootswatch
2021,libjs-chosen
2021,libjs-cocktail
2021,libjs-cssrelpreload
2021,libjs-edit-area
2021,libjs-favico.js
2021,libjs-graphael
2021,libjs-jquery-backstretch
2021,libjs-jquery-flot-axislabels
2021,libjs-jquery-markitup
2021,libjs-jquery-scrollto
2021,libjs-jquery-selectize.js
2021,libjs-jquery-timeago
2021,libjs-jquery-tmpl
2021,libjs-jquery.quicksearch
2021,libjs-jsencrypt
2021,libjs-jstorage
2021,libjs-jsxc
2021,libjs-lrdragndrop
2021,libjs-magic-search
2021,libjs-microplugin.js
2021,libjs-mousetrap
2021,libjs-objectpath
2021,libjs-require-css
2021,libjs-spin.js
2021,libjs-tv4
2021,libjs-twitter-bootstrap-datepicker
2021,libjs-twitter-bootstrap-wizard
2021,libjson-java
2021,libjspeex-java
2021,libjsr311-api-java
2021,libjsyntaxpane-java
2021,libjxmpp-java
2021,libjxp-java
2021,libkdtree++
2021,libkryo-java
2021,libkwargs-perl
2021,liblastfm-java
2021,liblayout
2021,libldm
2021,liblessen-java
2021,liblist-allutils-perl
2021,libloader
2021,liblocale-subcountry-perl
2021,liblockfile
2021,liblockfile-simple-perl
2021,liblog-agent-logger-perl
2021,liblog-agent-rotate-perl
2021,liblog-any-adapter-screen-perl
2021,liblog-dispatch-filewriterotate-perl
2021,libloki
2021,liblouisxml
2021,liblwp-authen-oauth-perl
2021,libmail-deliverystatus-bounceparser-perl
2021,libmail-field-received-perl
2021,libmail-imapclient-perl
2021,libmail-sendeasy-perl
2021,libmanette
2021,libmarc-parser-xml-perl
2021,libmarkdent-perl
2021,libmarkdown-php
2021,libmath-calc-units-perl
2021,libmath-convexhull-perl
2021,libmath-nocarry-perl
2021,libmath-planepath-perl
2021,libmath-prime-util-perl
2021,libmath-random-perl
2021,libmath-random-secure-perl
2021,libmatheval
2021,libmaxmind-db-common-perl
2021,libmdock-java
2021,libmediawiki-bot-perl
2021,libmenlo-legacy-perl
2021,libmessage-passing-perl
2021,libmessage-passing-zeromq-perl
2021,libmethod-autoload-perl
2021,libmicroba-java
2021,libmime-lite-html-perl
2021,libmime-lite-perl
2021,libminidns-java
2021,libmnemonicsetter-java
2021,libmodplug
2021,libmodule-build-pluggable-ppport-perl
2021,libmodule-install-authorrequires-perl
2021,libmodule-optional-perl
2021,libmodule-package-rdf-perl
2021,libmodule-starter-plugin-simplestore-perl
2021,libmojolicious-plugin-mailexception-perl
2021,libmonospaceif
2021,libmoosex-attributetags-perl
2021,libmoosex-followpbp-perl
2021,libmoosex-relatedclassroles-perl
2021,libmoosex-types-uri-perl
2021,libmoox-file-configdir-perl
2021,libmoox-traits-perl
2021,libmousex-getopt-perl
2021,libmousex-types-path-class-perl
2021,libmp3-info-perl
2021,libmp3spi-java
2021,libmsiecf
2021,libmurmurhash
2021,libmypaint
2021,libnanoxml2-java
2021,libnb-javaparser-java
2021,libnet-async-irc-perl
2021,libnet-bonjour-perl
2021,libnet-daap-dmap-perl
2021,libnet-hotline-perl
2021,libnet-inet6glue-perl
2021,libnet-ip-minimal-perl
2021,libnet-ipv6addr-perl
2021,libnet-ldap-perl
2021,libnet-nis-perl
2021,libnet-oauth2-perl
2021,libnet-openssh-parallel-perl
2021,libnet-radius-perl
2021,libnet-scp-expect-perl
2021,libnet-sftp-foreign-perl
2021,libnet-traceroute-perl
2021,libnet-whois-raw-perl
2021,libnet-works-perl
2021,libnet-z3950-simple2zoom-perl
2021,libnetconf2
2021,libnetsds-kannel-perl
2021,libnetsds-perl
2021,libnews-scan-perl
2021,libnfo
2021,libnop
2021,libnumber-fraction-perl
2021,libnxt
2021,libobject-pluggable-perl
2021,libocxl
2021,libodfgen
2021,libogg-vorbis-decoder-perl
2021,liboggz
2021,libokhttp-signpost-java
2021,libolecf
2021,libonemind-commons-java-java
2021,liboop
2021,libopendbx
2021,libopenmpt-modplug
2021,libopenobex
2021,liborigin2
2021,libosl
2021,libowasp-encoder-java
2021,libowl-directsemantics-perl
2021,libpackage-pkg-perl
2021,libpam-krb5
2021,libpam-script
2021,libparams-coerce-perl
2021,libparanamer-java
2021,libparsington-java
2021,libpasswd-unix-perl
2021,libpcl1
2021,libperl-critic-pulp-perl
2021,libperl-minimumversion-perl
2021,libperldoc-search-perl
2021,libpf4j-update-java
2021,libpff
2021,libpgobject-util-dbadmin-perl
2021,libpgobject-util-dbmethod-perl
2021,libphp-jabber
2021,libpicocontainer-java
2021,libplack-app-proxy-perl
2021,libplack-handler-fcgi-ev-perl
2021,libpod-pom-view-restructured-perl
2021,libpod-projectdocs-perl
2021,libpod-thread-perl
2021,libpod-webserver-perl
2021,libpoe-component-client-ping-perl
2021,libpoe-component-dbiagent-perl
2021,libpoe-component-irc-perl
2021,libpoe-component-syndicator-perl
2021,libposix-atfork-perl
2021,libpostscript-perl
2021,libppix-documentname-perl
2021,libppix-utils-perl
2021,libproc-pid-file-perl
2021,libproc-queue-perl
2021,libpsortb
2021,libpst
2021,libptytty
2021,libqcow
2021,libqes
2021,librarian-puppet-simple
2021,librcd
2021,librda
2021,librdata
2021,librdf-closure-perl
2021,librdf-kml-exporter-perl
2021,librdf-rdfa-parser-perl
2021,librdf-trinex-compatibility-attean-perl
2021,libre
2021,libreadline-java
2021,libreadonly-perl
2021,librecaptcha
2021,libregexp-reggrp-perl
2021,libregf
2021,libreoffice-canzeley-client
2021,libreoffice-voikko
2021,librest-client-perl
2021,libretro-gambatte
2021,libreturn-multilevel-perl
2021,libreturn-type-perl
2021,librole-commons-perl
2021,librole-eventemitter-perl
2021,librole-tiny-perl
2021,librpc-xml-perl
2021,librt-extension-commandbymail-perl
2021,librtr
2021,librun-parts-perl
2021,libscca
2021,libschedule-at-perl
2021,libscram-java
2021,libsecondstring-java
2021,libsejda-commons-java
2021,libsendmail-pmilter-perl
2021,libsequence-library-java
2021,libserialport
2021,libsession-storage-secure-perl
2021,libsignatures-java
2021,libsignon-glib
2021,libskinlf-java
2021,libskk
2021,libslf4j-java
2021,libsmdev
2021,libsmithwaterman
2021,libsmraw
2021,libsocketcan
2021,libsoftware-license-orlaterpack-perl
2021,libspreadsheet-xlsx-perl
2021,libsql-abstract-limit-perl
2021,libsql-abstract-perl
2021,libsql-abstract-pg-perl
2021,libstat-lsmode-perl
2021,libstatistics-distributions-perl
2021,libstatistics-lite-perl
2021,libstatistics-regression-perl
2021,libstorj
2021,libstring-crc-cksum-perl
2021,libstring-interpolate-perl
2021,libstropt
2021,libsub-strictdecl-perl
2021,libsweble-common-java
2021,libsweble-wikitext-java
2021,libsx
2021,libsylph
2021,libtaint-runtime-perl
2021,libtainting-perl
2021,libtcod
2021,libtecla
2021,libtemplate-plugin-comma-perl
2021,libtemplate-plugin-cycle-perl
2021,libtemplate-plugin-dbi-perl
2021,libtemplate-plugin-json-escape-perl
2021,libtemplate-plugin-posix-perl
2021,libtemplate-plugin-utf8decode-perl
2021,libtemplate-timer-perl
2021,libterm-readline-perl-perl
2021,libterm-readline-ttytter-perl
2021,libterm-size-perl
2021,libterm-size-perl-perl
2021,libterm-ttyrec-plus-perl
2021,libterm-ui-perl
2021,libterm-visual-perl
2021,libtest-class-perl
2021,libtest-consistentversion-perl
2021,libtest-data-perl
2021,libtest-database-perl
2021,libtest-debian-perl
2021,libtest-exports-perl
2021,libtest-fitesque-rdf-perl
2021,libtest-html-w3c-perl
2021,libtest-indistdir-perl
2021,libtest-inline-perl
2021,libtest-leaktrace-perl
2021,libtest-log-dispatch-perl
2021,libtest-mockmodule-perl
2021,libtest-synopsis-perl
2021,libtest-weaken-perl
2021,libtest-xml-simple-perl
2021,libtext-bibtex-validate-perl
2021,libtext-diff-formattedhtml-perl
2021,libtext-kakasi-perl
2021,libtext-rewriterules-perl
2021,libtext-wagnerfischer-perl
2021,libtext-wikiformat-perl
2021,libtext-xslate-perl
2021,libtie-cycle-perl
2021,libtie-hash-indexed-perl
2021,libtie-refhash-weak-perl
2021,libtie-shadowhash-perl
2021,libtime-duration-parse-perl
2021,libtimedate-perl
2021,libtk-gbarr-perl
2021,libtnt
2021,libtpl
2021,libtree-dagnode-perl
2021,libtwitter-api-perl
2021,libu2f-host
2021,libu2f-server
2021,libudev0-shim
2021,libudfread
2021,libuemf
2021,libunicode-collate-perl
2021,libunity
2021,libunivalue
2021,libunix-configfile-perl
2021,liburi-fetch-perl
2021,liburi-find-simple-perl
2021,libusb-java
2021,libusrsctp
2021,libva-utils
2021,libvamsas-client-java
2021,libvdeslirp
2021,libvhdi
2021,libvmdk
2021,libvorbisspi-java
2021,libvshadow
2021,libvsqlitepp
2021,libvt-ldap-java
2021,libvuser-google-api-perl
2021,libweasel-driverrole-perl
2021,libweb-id-perl
2021,libwebservice-youtube-perl
2021,libwiki-toolkit-perl
2021,libwiki-toolkit-plugin-json-perl
2021,libwpd
2021,libwww-bugzilla-perl
2021,libwww-csrf-perl
2021,libwww-finger-perl
2021,libwww-google-calculator-perl
2021,libwww-indexparser-perl
2021,libwww-mechanize-autopager-perl
2021,libwww-mediawiki-client-perl
2021,libwww-shorten-5gp-perl
2021,libwx-perl-processstream-perl
2021,libxau
2021,libxext
2021,libxi
2021,libxml-atom-microformats-perl
2021,libxml-compile-wsdl11-perl
2021,libxml-feed-perl
2021,libxml-feedpp-mediarss-perl
2021,libxml-filter-detectws-perl
2021,libxml-filter-reindent-perl
2021,libxml-grddl-perl
2021,libxml-handler-printevents-perl
2021,libxml-hash-lx-perl
2021,libxml-hash-xs-perl
2021,libxml-java
2021,libxml-parser-easytree-perl
